Bangladesh,171186372
Brazil,215313498
China,1425887337
Egypt,110990103
Ethiopia,123379924
India,1417173173
Indonesia,275501339
Japan,123951692
Mexico,127504125
Nigeria,218541212
Pakistan,235824862
Philippines,115559009
Russia,144713314
United States,338289857
